Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
1bd868c45ff64023e2c752b55ea54b1c,E-Номын сан,506,Номын сан,Анги,30.00,МУИС-н хэмжээнд,15,Проекторгүй
14b52644832032078b88c9a8eb25d0de,E-Номын сан,508,Номын сан,Лаборатори,25.00,МУИС-н хэмжээнд,8,Проекторгүй
08be553ea537613c144fb17316c688fd,E-Номын сан,512,Номын сан,Анги,25.00,МУИС-н хэмжээнд,15,Проекторгүй
3a80c5ee41301c9962e9fd5c5f7daa31,E-Номын сан,514,Номын сан,Албан ажлын өрөө,1.00,Хуваарь тавих боломжгүй,1,Проекторгүй
44f33cb997dcde47166134d3245a1e4b,E-Номын сан,515,Номын сан,Албан ажлын өрөө,1.00,Хуваарь тавих боломжгүй,1,Проекторгүй
345903b312afc755bbbe487910582cef,E-Номын сан,602,Номын сан,Анги,18.00,МУИС-н хэмжээнд,8,Проекторгүй
1b6d7b2824a75f527efbe801e7338b87,E-Номын сан,604,Номын сан,Анги,18.00,МУИС-н хэмжээнд,12,Проекторгүй
d478ecc6db5f42048a513e14ca521f5d,E-Номын сан,605,Номын сан,Анги,18.00,МУИС-н хэмжээнд,10,Проекторгүй
ede0ef992acea7dd23397919eaa977e7,E-Номын сан,606,Номын сан,Лаборатори,35.00,МУИС-н хэмжээнд,15,Проектортой
fb6cd387e49c64c7eb91ecdd462a1933,E-Номын сан,610,Номын сан,Анги,20.00,МУИС-н хэмжээнд,15,Проекторгүй
02bc8e672623a541490420f4c42d1471,E-Номын сан,611,Номын сан,Анги,25.00,МУИС-н хэмжээнд,15,Проекторгүй
14f5020fdaecf2e6bf99a47a268b5610,E-Номын сан,613,Номын сан,Анги,15.00,МУИС-н хэмжээнд,8,Проекторгүй
49849e693d2bd14032885fc8f7458244,E-Номын сан,614,Номын сан,Анги,31.00,МУИС-н хэмжээнд,15,Проекторгүй
a4ac496e1d3276785c2ee4228983e64b,E-Номын сан,615,Номын сан,Анги,16.00,МУИС-н хэмжээнд,15,Проектортой
01fe6c790d32cbf7d37babac5d83a4bc,E-Номын сан,616,Номын сан,Лаборатори,20.00,МУИС-н хэмжээнд,12,Проекторгүй
b3076935f79eb9a14f738fc40f3e3061,E-Номын сан,619,Номын сан,Лаборатори,18.00,МУИС-н хэмжээнд,5,Проекторгүй
84d15964bda747d522acf9e24d6b7f84,Хичээлийн байр 5,108,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Үйлдвэрлэл үйлчилгээний,14.00,Хуваарь тавих боломжгүй,8,Проекторгүй
c26ae96fcebb398ab85c15340797b182,Хичээлийн байр 5,109,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,12.00,Хуваарь тавих боломжгүй,0,Проекторгүй
3e06462d129bd43e7bd718f7c653ffcf,Хичээлийн байр 5,201 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Сургалтын алба,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
0546769893aa15269aad463bbf70ae1a,Хичээлийн байр 5,201 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,4,Проекторгүй
a2baf789e42afea61c5c374e5cf02144,Хичээлийн байр 5,202,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,76.00,МУИС-н хэмжээнд,89,Проектортой
5df5f3acfc8c9e7457e8a13b3654a2d6,Хичээлийн байр 5,203,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,55.00,Харъяа сургуульд,14,Проекторгүй
25882347acbe6e5bcf81cb34863ac1d0,Хичээлийн байр 5,204 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,1,Проекторгүй
b73b4fa95e0bee84aed20f9ea75609f3,Хичээлийн байр 5,204 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,19.00,Хуваарь тавих боломжгүй,2,Проекторгүй
83fd018477063a9e7ebaafa53ba5b2df,Хичээлийн байр 5,205,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,47.00,МУИС-н хэмжээнд,15,Проектортой
ca0e2c7cf1e49043b6e576fe1e2d808a,Хичээлийн байр 5,206,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,13.00,Хуваарь тавих боломжгүй,0,Проекторгүй
9755ce37a5f62f25b500a184b15695ad,Хичээлийн байр 5,207,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Номын сан,13.00,Хуваарь тавих боломжгүй,0,Проекторгүй
aedc374e71228da59e8467af37b5fdbb,Хичээлийн байр 5,208,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,6,Проектортой
97385a98f5224a60c3c06b5e02c42ef7,Хичээлийн байр 5,208.,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,32.00,МУИС-н хэмжээнд,30,Проектортой
53f2d42a5d5d0087bef9460d4db801b7,Хичээлийн байр 5,301,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,8,Проекторгүй
63162159aa50cad89c0ea667a13009aa,Хичээлийн байр 5,302,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,44.00,МУИС-н хэмжээнд,33,Проектортой
eb12d97df3b352a738902a3b399a5dc0,Хичээлийн байр 5,303,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Хичээлийн танхим,49.00,Харъяа сургуульд,30,Проектортой
28c67fdc4b134e17ccca076fa62e0b42,Хичээлийн байр 5,304 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Бие даах төв,44.00,Хуваарь тавих боломжгүй,3,Проекторгүй
d44eed2ed2257bf68b710f5544705058,Хичээлийн байр 5,304 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Бие даах төв,69.00,Хуваарь тавих боломжгүй,60,Проекторгүй
6241b4fc6736488c86177d3f1cdd2462,Хичээлийн байр 5,305,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Лекцийн заал,113.00,МУИС-н хэмжээнд,150,Проектортой
c27f1bdb66a26086e9763c24f7b9ba21,Хичээлийн байр 5,306,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,12.00,Хуваарь тавих боломжгүй,2,Проекторгүй
907f812ff9f925df49cf845b5d11756a,Хичээлийн байр 5,307,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,45.00,МУИС-н хэмжээнд,14,Проектортой
b86a60d97af64f0617a5f40ecec16944,Хичээлийн байр 5,308,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Номын сан,15.00,Хуваарь тавих боломжгүй,0,Проекторгүй
f9abd9c63d0b625d5cd6066a38f871d4,Хичээлийн байр 5,309,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Хичээлийн танхим,60.00,МУИС-н хэмжээнд,34,Проектортой
40538d68e25675bf79120ad072f9e050,Хичээлийн байр 5,401,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
93141e3c6460ee18370ddb7a59081abb,Хичээлийн байр 5,402,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,37.00,Хуваарь тавих боломжгүй,7,Проектортой
a110f8cfc776026aeadb9239a0f79c7e,Хичээлийн байр 5,403,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,44.00,Хуваарь тавих боломжгүй,9,Проекторгүй
ff56abc4cd89f90714d5c5b3e7dde1c8,Хичээлийн байр 5,404,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,49.00,МУИС-н хэмжээнд,20,Проектортой
a36ea0d523fc93bd381ff9b7bad04dde,Хичээлийн байр 5,405,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,44.00,МУИС-н хэмжээнд,32,Проектортой
5d57892cd388ee648c4bea905e10b15d,Хичээлийн байр 5,406,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Хичээлийн танхим,74.00,МУИС-н хэмжээнд,40,Проектортой
bbf8602c07e423fd698dd8f0b6e61670,Хичээлийн байр 5,407,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,113.00,МУИС-н хэмжээнд,150,Проектортой
1bcbf93fac14096e5e5025e7885d2a6d,Хичээлийн байр 5,408,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,12.00,Хуваарь тавих боломжгүй,2,Проекторгүй
5040bc0404d8c03d1befcc7a2ac92da3,Хичээлийн байр 5,409,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Хичээлийн танхим,45.00,МУИС-н хэмжээнд,41,Проектортой
8bb731f0981a13c536f9c09ea66d6259,Хичээлийн байр 5,410,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Хичээлийн танхим,59.00,МУИС-н хэмжээнд,60,Проектортой
5152b7ccac140216d72684c11953de1c,Хичээлийн байр 5,607,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,34.00,Хуваарь тавих боломжгүй,0,Проекторгүй
b5005f2617237ff399eb8374ea2a22ad,Хичээлийн байр 3А,200 а,Хууль зүйн сургууль,Анги,40.00,МУИС-н хэмжээнд,80,Проектортой
c87e5316214a4fb375de9906ebcc2e1e,Хичээлийн байр 3А,331,Хууль зүйн сургууль,Лекцийн заал,185.00,МУИС-н хэмжээнд,185,Проектортой
b2a8d6330b47e85d8f7effaf346da059,Хичээлийн байр 3Б,100,Хууль зүйн сургууль,Сургалтын төв,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
ca900002e8cfa14340e8009c63af1470,Хичээлийн байр 3Б,101,Хууль зүйн сургууль,Лекцийн заал,73.00,Харъяа сургуульд,65,Проектортой
61a9b9713d2cfcdc71c980e2e3a3dd5d,Хичээлийн байр 3Б,103,Хууль зүйн сургууль,Анги,16.00,Харъяа сургуульд,20,Проекторгүй
eb8a862bd7cd02748258c269efaefc96,Хичээлийн байр 3Б,104,Хууль зүйн сургууль,Хичээлийн танхим,51.00,Харъяа сургуульд,31,Проектортой
1dc485578596dc52128a58e74e3d0866,Хичээлийн байр 3Б,201,Хууль зүйн сургууль,Анги,16.00,Харъяа сургуульд,20,Проектортой
bbe89271c46c38b867d776eabd3fa3ed,Хичээлийн байр 3Б,202,Хууль зүйн сургууль,Сургалтын алба,16.00,Хуваарь тавих боломжгүй,4,Проекторгүй
dd5ca284415c59b43440e7710d1cc26b,Хичээлийн байр 3Б,203,Хууль зүйн сургууль,Анги,52.00,Харъяа сургуульд,30,Проектортой
0fd86adac27ff2fd81e949fc5f0f26e6,Хичээлийн байр 3Б,204,Хууль зүйн сургууль,Сургалтын алба,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
12b8a5bb916af508e110140105d6b90e,Хичээлийн байр 3Б,205,Хууль зүйн сургууль,Номын сан,151.00,Хуваарь тавих боломжгүй,20,Проекторгүй
0cca677af9084bf94b3094487ae90793,Хичээлийн байр 3Б,206,Хууль зүйн сургууль,Сургалтын алба,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
391e072cc810149c2a470a09e09c0513,Хичээлийн байр 3Б,207,Хууль зүйн сургууль,Албан ажлын өрөө,21.00,Хуваарь тавих боломжгүй,3,Проекторгүй
84b48d71e84d32a2c20be739abab67d9,Хичээлийн байр 3Б,208,Хууль зүйн сургууль,Хичээлийн танхим,51.00,Харъяа сургуульд,40,Проектортой
2cc7dff644898d27f67e2e4ca83ad237,Хичээлийн байр 3Б,301,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,3,Проекторгүй
4ee5251544e6713d206de5d1073a09e4,Хичээлийн байр 3Б,302,Хууль зүйн сургууль,Лекцийн заал,73.00,Харъяа сургуульд,80,Проектортой
2c42d463b792c5950be0fa2b04d4a58c,Хичээлийн байр 3Б,303,Хууль зүйн сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
3507c77e71c9b8b73c557cdc2b0664a5,Хичээлийн байр 3Б,304,Хууль зүйн сургууль,Анги,17.00,Харъяа сургуульд,15,Проекторгүй
0607eded31b099b3a639d9fb202e93ff,Хичээлийн байр 3Б,305,Хууль зүйн сургууль,Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,4,Проекторгүй
f17cbec20b310ab2743e9fa37fd69821,Хичээлийн байр 3Б,306,Хууль зүйн сургууль,Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,5,Проекторгүй
dc463ba7b0dee04695f09422bdd3e044,Хичээлийн байр 3Б,307,Хууль зүйн сургууль,Анги,37.00,Харъяа сургуульд,30,Проектортой
65cd2c2d6493351a2baa2a53427c496d,Хичээлийн байр 3Б,308,Хууль зүйн сургууль,Анги,37.00,Харъяа сургуульд,31,Проектортой
692a4d527406f95d1639bd234b5429d4,Хичээлийн байр 3Б,309,Хууль зүйн сургууль,Албан ажлын өрөө,70.00,Хуваарь тавих боломжгүй,3,Проекторгүй
e9c04ba3fe0e527a4de219d9eabab52c,Хичээлийн байр 3Б,310,Хууль зүйн сургууль,Анги,38.00,Харъяа сургуульд,30,Проектортой
b6bf4a4843835cd06c84f465f57345ae,Хичээлийн байр 3Б,311,Хууль зүйн сургууль,Агуулах,32.00,Хуваарь тавих боломжгүй,0,Проекторгүй
f0b615c8f6df2e9839c4855705ac2da3,Хичээлийн байр 3Б,312,Хууль зүйн сургууль,Анги,42.00,Харъяа сургуульд,30,Проектортой
6451f176eee9c60d489f413b120c587a,Хичээлийн байр 3Б,313,Хууль зүйн сургууль,Анги,27.00,МУИС-н хэмжээнд,31,Проектортой
3d1aac856d3acbcbd8b125f45d013ef7,Хичээлийн байр 3Б,315,Хууль зүйн сургууль,Анги,28.00,Харъяа сургуульд,30,Проектортой
6477f441a9482759dec1d76696e50bf2,Хичээлийн байр 3Б,316,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,6,Проекторгүй
28942524c83a6080fbd411238b13b0f5,Хичээлийн байр 3Б,318,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
1840d295b2abd44a731e025f4497e53c,Хичээлийн байр 3Б,319,Хууль зүйн сургууль,Анги,35.00,Харъяа сургуульд,31,Проектортой
5dfe58c80e66edd9bec71570310a70eb,Хичээлийн байр 3Б,320,Хууль зүйн сургууль,Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,8,Проекторгүй
d9ef71cd5df6eb33e7519e928de17cfe,Хичээлийн байр 3Б,321,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,4,Проекторгүй
a100ad030900e332b2d1d96f4c54f9b1,Хичээлийн байр 3Б,322,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,4,Проекторгүй
3483373ab686085966db0df574f8863b,Хичээлийн байр 3Б,323,Хууль зүйн сургууль,Анги,35.00,Харъяа сургуульд,31,Проектортой
77e6c95f2868e2341607342b95f29446,Хичээлийн байр 3Б,324,Хууль зүйн сургууль,Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
33bc0ac230774a73d930a00499ba77d2,Хичээлийн байр 3Б,325,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,6,Проекторгүй
79181ec2841226aa6f8e2947f9875ed1,Хичээлийн байр 3Б,326,Хууль зүйн сургууль,Багш нарын өрөө,37.00,Хуваарь тавих боломжгүй,9,Проекторгүй
fb7eeb6082de34714b90083de5b30ddb,Хичээлийн байр 3Б,327,Хууль зүйн сургууль,Багш нарын өрөө,21.00,Хуваарь тавих боломжгүй,5,Проекторгүй
4b6df2ec6ee500c04da93b5f5529e2c6,Хичээлийн байр 3Б,328,Хууль зүйн сургууль,Анги,35.00,Харъяа сургуульд,30,Проектортой
92749a88e665e0c37a19185edd525593,Хичээлийн байр 3Б,330,Хууль зүйн сургууль,Анги,36.00,Харъяа сургуульд,30,Проектортой
3165c88782f7b56c70d9a72bc2ad663d,Хичээлийн байр 3Б,332,Хууль зүйн сургууль,Анги,36.00,Харъяа сургуульд,27,Проектортой
9f841e567939a0f15455849c2dfb8bc3,Хичээлийн төв байр,121,Хууль зүйн сургууль,Албан ажлын өрөө,19.00,Хуваарь тавих боломжгүй,1,Проекторгүй
39358971d81d03076138d9775289db87,Хичээлийн байр 3А,10,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Хичээлийн танхим,123.00,Харъяа сургуульд,100,Проекторгүй
6bb06aad80e2b39bcfd2bc57a65705a2,Хичээлийн байр 3А,101,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
ceb6a27c911e679a81f492c252da0eab,Хичээлийн байр 3А,102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
fff044319d69c4813c2b6b258be014db,Хичээлийн байр 3А,103,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,30,Проектортой
c8d393c062dc21b8b69c9488f24f61a3,Хичээлийн байр 3А,104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,6,Проекторгүй
bb885236bcb1913cda73f63877e1d799,Хичээлийн байр 3А,105,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проектортой
d8fd4cc3964b79a35087154e3f5bc890,Хичээлийн байр 3А,106,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,28.00,Хуваарь тавих боломжгүй,2,Проекторгүй
a1dbada0673e7c66d4e6051650e0f5a1,Хичээлийн байр 3А,107,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,26.00,Харъяа сургуульд,15,Проекторгүй
20b393e6fdc3f9276a02b41ebab0372b,Хичээлийн байр 3А,108,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,43.00,Харъяа сургуульд,26,Проектортой
b217d1b312cd00360be18919feb9e7cd,Хичээлийн байр 3А,109,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,27.00,Харъяа сургуульд,15,Проекторгүй
fd0e08deb0d0a55d6d344e32218a095c,Хичээлийн байр 3А,110,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,18.00,Харъяа сургуульд,6,Проекторгүй
b75c00bdf29be755a3f96a32d70e540c,Хичээлийн байр 3А,111,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,38.00,МУИС-н хэмжээнд,31,Проекторгүй
10adcd183e860dde743b252a7c8aaa8d,Хичээлийн байр 3А,113,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,5,Проекторгүй
d8a3ca70d65b0e602bb3828c73c3d6bf,Хичээлийн байр 3А,114,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лекцийн заал,69.00,МУИС-н хэмжээнд,61,Проектортой
18bfea9731bff45da59dd0eb17140b7f,Хичээлийн байр 3А,115,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,34.00,Харъяа сургуульд,28,Проектортой
ce539b29e48e65d5621f39c8dc9a18c6,Хичээлийн байр 3А,116,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,37.00,МУИС-н хэмжээнд,30,Проекторгүй
3585db0e2ce495f56e3f7eff62d622cd,Хичээлийн байр 3А,117,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Хичээлийн танхим,54.00,Харъяа сургуульд,60,Проектортой
3a2f4002fecee9c34843412278070d91,Хичээлийн байр 3А,118,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,15.00,Хуваарь тавих боломжгүй,4,Проекторгүй
4d8b88c23f5744782d492c08b2b43ed8,Хичээлийн байр 3А,119,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,32.00,Харъяа сургуульд,30,Проектортой
763ae4a0b5dc01692a0458fec2fa9dc6,Хичээлийн байр 3А,120,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,35.00,Харъяа сургуульд,16,Проекторгүй
e814ebab7f37f2d1191a261c832cc8cf,Хичээлийн байр 3А,121,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,3,Проекторгүй
9c27045238a95e1037e57200ce143acf,Хичээлийн байр 3А,122,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,52.00,Харъяа сургуульд,10,Проектортой
1d29d8950ebd3d3a0e314a9977614434,Хичээлийн байр 3А,123,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,52.00,Харъяа сургуульд,26,Проектортой
a9f25f63243aa101378e33fc041194e7,Хичээлийн байр 3А,125,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,34.00,Харъяа сургуульд,26,Проектортой
dfb5d3c618e55d316962d90ffdd554cf,Хичээлийн байр 3А,126,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,34.00,Харъяа сургуульд,16,Проектортой
a290ad54022a43988054ed009fb71ddd,Хичээлийн байр 3А,127,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,50.00,Харъяа сургуульд,20,Проектортой
c2875b7e8d1b481ea8d4f19a38df58f8,Хичээлийн байр 3А,128,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,32.00,Харъяа сургуульд,26,Проекторгүй
c7b429485ad428fe4c38c18abab6b051,Хичээлийн байр 3А,129,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,35.00,Харъяа сургуульд,15,Проектортой
67ad746c622b4e22e47e5acb75f7a182,Хичээлийн байр 3А,130,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,37.00,Харъяа сургуульд,30,Проектортой
9337a35cf07f9313367433c4ff6e0344,Хичээлийн байр 3А,133,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,33.00,Харъяа сургуульд,15,Проекторгүй
4d20fa0c3c3344d3c19f1145f5c8d2fd,Хичээлийн байр 3А,134,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
44438022753f09c60269f247a0abe672,Хичээлийн байр 3А,135,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8569505ef1c42102694a3bb27d09c863,Хичээлийн байр 3А,200,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лекцийн заал,74.00,МУИС-н хэмжээнд,80,Проектортой
2246c402020352a6f95b3bbfb74485db,Хичээлийн байр 3А,201,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,42.00,Харъяа сургуульд,30,Проектортой
54addea40615062017e30de20fa578f1,Хичээлийн байр 3А,202,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,27.00,Хуваарь тавих боломжгүй,6,Проекторгүй
42bcb684313d4fe47a06390aef450af0,Хичээлийн байр 3А,203,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,26.00,Хуваарь тавих боломжгүй,15,Проекторгүй
fe6345ba2c3e900f3a6b3ed31af555e1,Хичээлийн байр 3А,204,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,4,Проекторгүй
feab39b5a2059c22f4770e258135907f,Хичээлийн байр 3А,205,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,10,Проекторгүй
