Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
1a4204116e76f28533793da3898d7cc7,Хичээлийн байр 3А,206,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,3,Проекторгүй
a7befb01bfcd0e4bab2b43e6a4588fb4,Хичээлийн байр 3А,207,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,34.00,Хуваарь тавих боломжгүй,3,Проекторгүй
7d85f61758c8ad2f5fd226ab98281240,Хичээлийн байр 3А,208,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,1,Проекторгүй
d0faeeb9f4e37d00edda8631cc0ff316,Хичээлийн байр 3А,209,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,7,Проекторгүй
0fb81faf54dba73dce0846da39c4ee25,Хичээлийн байр 3А,210,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
6c99bfb13966140d5f5ba7fba67efd15,Хичээлийн байр 3А,211,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,51.00,Хуваарь тавих боломжгүй,1,Проекторгүй
e3fc4c839a1484010e927446402316bc,Хичээлийн байр 3А,212,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,71.00,Хуваарь тавих боломжгүй,6,Проекторгүй
9ff303c20432dbd97531c0225ac5ab02,Хичээлийн байр 3А,215,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,91.00,Харъяа сургуульд,28,Проектортой
07b35e26afc60b788fd75895f63b6f0f,Хичээлийн байр 3А,216,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
b90ed8be0cc762ea2c5857ef45546f0b,Хичээлийн байр 3А,217,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,30,Проекторгүй
3f8136aa8329d0408fcd4b66e2310a7e,Хичээлийн байр 3А,218,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,3,Проекторгүй
546001e8710ebc260f847eef728a56f7,Хичээлийн байр 3А,221,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,53.00,Хуваарь тавих боломжгүй,40,Проекторгүй
31cf40d8a3376bdc6491074642c6fc57,Хичээлийн байр 3А,222,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,71.00,МУИС-н хэмжээнд,28,Проектортой
d34d83bf70fb0e313c2098e0b2a074d9,Хичээлийн байр 3А,223,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
fca70edf14f9720b37525b87f1c8d8cb,Хичээлийн байр 3А,224,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8576eb8211c20473c1b4b3a84d82b2ad,Хичээлийн байр 3А,225,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,32,Проекторгүй
ad805972c7152ddfa3bb7389e8625ebf,Хичээлийн байр 3А,226,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
0fb90fd523aab7a3a166a0952f47cb0c,Хичээлийн байр 3А,227,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,53.00,Харъяа сургуульд,28,Проектортой
c1bf9c68be05177363995db2d94e4711,Хичээлийн байр 3А,228,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
361871c2a46f344745961e70ea98e3b2,Хичээлийн байр 3А,229,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
e74ef7456e037be436348114ff31de1d,Хичээлийн байр 3А,230,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,2,Проекторгүй
0e4fc346c4238418f2fad659a0708a20,Хичээлийн байр 3А,231,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Хичээлийн танхим,50.00,Харъяа сургуульд,50,Проектортой
a1a4eecf36fe031c8b10b0f3d7f370b7,Хичээлийн байр 3А,301,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,0,Проекторгүй
d537b23c810bd97df294622e839e003a,Хичээлийн байр 3А,302,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,32,Проекторгүй
2dad6771540cc9b11ef4d21c16a21ca3,Хичээлийн байр 3А,303,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лекцийн заал,63.00,МУИС-н хэмжээнд,70,Проектортой
732afc7e025449580ea9f3d78b879ef0,Хичээлийн байр 3А,304,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
8945b254ce13360d1124b4494b51b19c,Хичээлийн байр 3А,305,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,МУИС-н хэмжээнд,32,Проекторгүй
7d2ba00aa36a4da8f48dbec39f4b9f09,Хичээлийн байр 3А,306,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
0030edfb607135bb06837a8326713190,Хичээлийн байр 3А,307,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
655b8041d09ea1d97e3436c4fbb09db1,Хичээлийн байр 3А,308,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
2faf305c0f2016788dbc53176e783aa6,Хичээлийн байр 3А,309,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,МУИС-н хэмжээнд,30,Проекторгүй
f7fd6deb0c426fb4a78d764dd37fbf8e,Хичээлийн байр 3А,310,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,53.00,Харъяа сургуульд,53,Проектортой
38f72bc9aff41ed205140099ee5abf8a,Хичээлийн байр 3А,311,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,4,Проекторгүй
61913bde320010c1ee2dfe6923ef5962,Хичээлийн байр 3А,312,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
e9bf6b3fe377ec5817f794302602128f,Хичээлийн байр 3А,313,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
13a8f79c36272b139deddba1ac7dbeaf,Хичээлийн байр 3А,314,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,14.00,Хуваарь тавих боломжгүй,3,Проекторгүй
9f438647209ffebd4543bb07a94272fd,Хичээлийн байр 3А,315,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
e076c55ba42c7a9ea56f471c8e16db64,Хичээлийн байр 3А,316,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,31.00,Хуваарь тавих боломжгүй,8,Проекторгүй
a2963c68f0631a9f1ef50f94be32448d,Хичээлийн байр 3А,317,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,37.00,Харъяа сургуульд,31,Проекторгүй
410675e044eb3a4a9a8ac12503dbf121,Хичээлийн байр 3А,318,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
ffe9e035a766605e7761848fd1034f84,Хичээлийн байр 5,102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,36.00,МУИС-н хэмжээнд,31,Проекторгүй
1d76c5163e8bdd73976126befde4b467,Хичээлийн байр 5,104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,18.00,МУИС-н хэмжээнд,24,Проектортой
bfb0470b88f669e62e9d6799d067e866,Хичээлийн байр 5,105,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,5,Проекторгүй
b954001a2444632fa56dc8ace6d42068,Хичээлийн байр 5,106,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,72.00,Хуваарь тавих боломжгүй,1,Проектортой
ef10189a6b39d4876201b78cb047d42a,Цөмийн судалгааны төв,ЦСТ-102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
85da75729d74f7edbb6b1fd9d4dcd4d1,Цөмийн судалгааны төв,ЦСТ-104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
f4bb3d5596c551dd18215025d5c89b13,Цөмийн судалгааны төв,ЦСТ-107,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,123.00,Харъяа сургуульд,60,Проекторгүй
36aa770d61be9010185576cb5ceb9126,Цөмийн судалгааны төв,ЦСТ-108,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
e7aa05807db5e904fb56acbd1c81f863,Цөмийн судалгааны төв,ЦСТ-206,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
2bbabb70a708a0bde36ca94b10cf0360,Цөмийн судалгааны төв,ЦСТ-208,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,123.00,Харъяа сургуульд,32,Проекторгүй
111736b9aebf7e6ffa7c12e75246c92f,Хичээлийн байр 2,100,Шинжлэх ухааны сургууль,Анги,30.00,Харъяа сургуульд,33,Проектортой
46a9b062a15c9c91a2ad2ab607dd22e9,Хичээлийн байр 2,101,Шинжлэх ухааны сургууль,Номын сан,25.00,Хуваарь тавих боломжгүй,0,Проекторгүй
1a213841bc924c6667866ebbcf796ff9,Хичээлийн байр 2,102,Шинжлэх ухааны сургууль,Агуулах,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
c06c7aff299aa23c2ca48e2d60d48806,Хичээлийн байр 2,103,Шинжлэх ухааны сургууль,Агуулах,25.00,Хуваарь тавих боломжгүй,2,Проекторгүй
2cc9d7d2bea97ebcf8f1b0bf6ad8ccfa,Хичээлийн байр 2,104,Шинжлэх ухааны сургууль,Лекцийн заал,110.00,МУИС-н хэмжээнд,114,Проектортой
02873b17e03daf8ea023d6cf7aeda67e,Хичээлийн байр 2,105,Шинжлэх ухааны сургууль,Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,4,Проекторгүй
912c9f980dae0da8a05b5b405187013f,Хичээлийн байр 2,106,Шинжлэх ухааны сургууль,Албан ажлын өрөө,35.00,Хуваарь тавих боломжгүй,3,Проекторгүй
07fce43fe1fb2f53e5fb3b0fbb0222b6,Хичээлийн байр 2,107,Шинжлэх ухааны сургууль,Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,3,Проекторгүй
376eec4e2e8a5d4254fba9a02752e4f8,Хичээлийн байр 2,108,Шинжлэх ухааны сургууль,Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,8,Проекторгүй
a904baf0c2dd2eb28db381b9eea4964f,Хичээлийн байр 2,109,Шинжлэх ухааны сургууль,Албан ажлын өрөө,73.00,Хуваарь тавих боломжгүй,9,Проекторгүй
159c7fc504106c26f634a5eef27fc4af,Хичээлийн байр 2,110,Шинжлэх ухааны сургууль,Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,6,Проекторгүй
d252610d61277a54609c8bacc2ce4f82,Хичээлийн байр 2,111,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,3,Проекторгүй
1fafba65c4d7a00d5cb1ccd3028a1e1a,Хичээлийн байр 2,112,Шинжлэх ухааны сургууль,Анги,37.00,Харъяа сургуульд,28,Проектортой
d9e5767deab6d2345907aee5bcf12256,Хичээлийн байр 2,113,Шинжлэх ухааны сургууль,Анги,37.00,Харъяа сургуульд,30,Проектортой
5dcf4d53cedd6a60e2abc3945211863c,Хичээлийн байр 2,114,Шинжлэх ухааны сургууль,Лекцийн заал,73.00,Харъяа сургуульд,78,Проектортой
281bb8aaca34f959b2af9f703d4a9e7b,Хичээлийн байр 2,115,Шинжлэх ухааны сургууль,Багш нарын өрөө,15.00,Хуваарь тавих боломжгүй,2,Проекторгүй
26abd20c12096f9870e1165a63a07217,Хичээлийн байр 2,116,Шинжлэх ухааны сургууль,Лаборатори,57.00,Харъяа сургуульд,14,Проекторгүй
753c07d5650107150f15328e001813df,Хичээлийн байр 2,117,Шинжлэх ухааны сургууль,Лаборатори,55.00,Харъяа сургуульд,17,Проекторгүй
1d7367d958004d5c723c13341df9f614,Хичээлийн байр 2,118,Шинжлэх ухааны сургууль,Лаборатори,54.00,Харъяа сургуульд,18,Проекторгүй
2d6940af26e7878a364f1969bb9b5989,Хичээлийн байр 2,119,Шинжлэх ухааны сургууль,Лаборатори,36.00,Харъяа сургуульд,14,Проекторгүй
316e8e63b6526116cd508aadf3a00b85,Хичээлийн байр 2,120,Шинжлэх ухааны сургууль,Лаборатори,36.00,МУИС-н хэмжээнд,15,Проекторгүй
371e0df35abf32bf13eb789460c93e53,Хичээлийн байр 2,121,Шинжлэх ухааны сургууль,Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,2,Проекторгүй
f719fc045717d17ef2fc39809b0ef0f2,Хичээлийн байр 2,122,Шинжлэх ухааны сургууль,Лаборатори,16.00,Харъяа сургуульд,2,Проекторгүй
453aebd66d3db8d355a4bf9708331ca2,Хичээлийн байр 2,123,Шинжлэх ухааны сургууль,Багш нарын өрөө,14.00,Хуваарь тавих боломжгүй,1,Проекторгүй
849e175c4608c3126744233b6774d0f9,Хичээлийн байр 2,124,Шинжлэх ухааны сургууль,Хичээлийн танхим,55.00,Харъяа сургуульд,38,Проектортой
fdacb068c11c1270e34d43733d28c74d,Хичээлийн байр 2,125,Шинжлэх ухааны сургууль,Анги,18.00,Харъяа сургуульд,11,Проекторгүй
a374e05f53540dcdb8424fc18d17fc0b,Хичээлийн байр 2,126,Шинжлэх ухааны сургууль,Анги,34.00,Харъяа сургуульд,30,Проектортой
4e19a77b89514d7727c69245e2d4d419,Хичээлийн байр 2,127,Шинжлэх ухааны сургууль,Анги,29.00,МУИС-н хэмжээнд,26,Проектортой
6550d79e40536dee9921bed39f8b8954,Хичээлийн байр 2,128,Шинжлэх ухааны сургууль,Лекцийн заал,76.00,Харъяа сургуульд,75,Проектортой
befc2628e335995325581eac77482703,Хичээлийн байр 2,129,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
02cf12f821c0b514d08ff7a8dda21ef9,Хичээлийн байр 2,130,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,8,Проекторгүй
14c6794f503dbd568322e406866ddfb6,Хичээлийн байр 2,131,Шинжлэх ухааны сургууль,Анги,35.00,Харъяа сургуульд,30,Проектортой
46f828e7dbc37566fef068be5dd7bc20,Хичээлийн байр 2,132,Шинжлэх ухааны сургууль,Хичээлийн танхим,55.00,Харъяа сургуульд,46,Проектортой
d10f3179fdc9d984fb564cd7959386e5,Хичээлийн байр 2,133,Шинжлэх ухааны сургууль,Хичээлийн танхим,69.00,Харъяа сургуульд,30,Проектортой
a637ce14d1784ffda96c750f39f6d215,Хичээлийн байр 2,134,Шинжлэх ухааны сургууль,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
3241bbf9f4bda41e1287e19a7fe736d3,Хичээлийн байр 2,135,Шинжлэх ухааны сургууль,Хичээлийн танхим,61.00,МУИС-н хэмжээнд,46,Проектортой
a5defa0ff95b17dcdcfd5be8f42613bc,Хичээлийн байр 2,136а,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
231cf553638b9cebc79c68f8d00c8aa7,Хичээлийн байр 2,136б,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
7d4cf99c606c97946b9554b70bb2a469,Хичээлийн байр 2,136в,Шинжлэх ухааны сургууль,Лаборатори,44.00,МУИС-н хэмжээнд,20,Проекторгүй
43acc90e596114958ad184b87cb21d90,Хичээлийн байр 2,136г,Шинжлэх ухааны сургууль,Лаборатори,24.00,Харъяа сургуульд,15,Проекторгүй
b4b40624d9e40424f9832615fc67e187,Хичээлийн байр 2,136д,Шинжлэх ухааны сургууль,Албан ажлын өрөө,20.00,Хуваарь тавих боломжгүй,1,Проекторгүй
aa66f74ce9bcaf37c924d2addf502a18,Хичээлийн байр 2,136е,Шинжлэх ухааны сургууль,Лаборатори,52.00,Харъяа сургуульд,18,Проектортой
82dab3e16925dec9ed0dbf7733d87450,Хичээлийн байр 2,136ж,Шинжлэх ухааны сургууль,Албан ажлын өрөө,52.00,Хуваарь тавих боломжгүй,1,Проекторгүй
6726c7ddad42af8e7f7619cf3ff88e3c,Хичээлийн байр 2,136з,Шинжлэх ухааны сургууль,Лаборатори,40.00,Харъяа сургуульд,14,Проекторгүй
05d9c54e812ad63c41da919a69efbb6a,Хичээлийн байр 2,136и,Шинжлэх ухааны сургууль,Лаборатори,24.00,Харъяа сургуульд,8,Проекторгүй
b96d7279e4746671fa6796be0b8f473d,Хичээлийн байр 2,136к,Шинжлэх ухааны сургууль,Лаборатори,18.00,Харъяа сургуульд,10,Проекторгүй
1525fedf14d42fe13a2a4487d0aa80d6,Хичээлийн байр 2,137,Шинжлэх ухааны сургууль,Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,3,Проекторгүй
16c73c6047498184f3f8748e04784a16,Хичээлийн байр 2,138а,Шинжлэх ухааны сургууль,Анги,58.00,Харъяа сургуульд,46,Проектортой
2399905269d598df838369ec88558960,Хичээлийн байр 2,138б,Шинжлэх ухааны сургууль,Лаборатори,36.00,Харъяа сургуульд,17,Проекторгүй
629be5eb61cb609308e30aa52bdd9721,Хичээлийн байр 2,171 а,Шинжлэх ухааны сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
af00caf9e3b093a2d3b4dfe1d09311df,Хичээлийн байр 2,200,Шинжлэх ухааны сургууль,Албан ажлын өрөө,56.00,Хуваарь тавих боломжгүй,8,Проекторгүй
e83c12f52cea8d9ffbe82adc040fcfff,Хичээлийн байр 2,201,Шинжлэх ухааны сургууль,Албан ажлын өрөө,24.00,Хуваарь тавих боломжгүй,4,Проекторгүй
6b0c6e774e82523e2abee75d5e7977f8,Хичээлийн байр 2,202,Шинжлэх ухааны сургууль,Анги,31.00,Харъяа сургуульд,30,Проектортой
c4f4fd8db6a9e85e6710fa7822c84651,Хичээлийн байр 2,203,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,14,Проекторгүй
ff832593b2e8655210e122a449af456b,Хичээлийн байр 2,204,Шинжлэх ухааны сургууль,Багш нарын өрөө,43.00,Хуваарь тавих боломжгүй,8,Проекторгүй
a4961e78dbbfa3290a4fa17d001a60de,Хичээлийн байр 2,205,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,13,Проекторгүй
d418774bcdc2190595574a10bac653f2,Хичээлийн байр 2,206,Шинжлэх ухааны сургууль,Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,11,Проекторгүй
f0b30a51f9221e72bf2c8b5e0f1ea909,Хичээлийн байр 2,207,Шинжлэх ухааны сургууль,Анги,32.00,Харъяа сургуульд,30,Проектортой
98476c3bfdddb5972f5309e5fb2fcdf3,Хичээлийн байр 2,208,Шинжлэх ухааны сургууль,Хичээлийн танхим,56.00,Харъяа сургуульд,44,Проектортой
10ce0d473bb5dd047e93cf7991ba216e,Хичээлийн байр 2,209,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,40,Проектортой
4e98202a5eb16b3f7a6ad7ef383fc3b0,Хичээлийн байр 2,210,Шинжлэх ухааны сургууль,Албан ажлын өрөө,56.00,Хуваарь тавих боломжгүй,10,Проекторгүй
4904b64cc51d1a603db7b30971f62115,Хичээлийн байр 2,211,Шинжлэх ухааны сургууль,Хичээлийн танхим,56.00,Харъяа сургуульд,40,Проектортой
a7c6acff8826cd9bb2166c6dc44b8f5c,Хичээлийн байр 2,212,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
20fa802d21a10e133911eeaccf9a0580,Хичээлийн байр 2,213A,Шинжлэх ухааны сургууль,Лаборатори,68.00,МУИС-н хэмжээнд,26,Проекторгүй
fea154fc2c4a846b03f0aa95d95d9730,Хичээлийн байр 2,213Б,Шинжлэх ухааны сургууль,Лаборатори,17.00,Харъяа сургуульд,2,Проекторгүй
e4ef0997cb99c47fd7f535fcd5ba4a62,Хичээлийн байр 2,213В,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,3,Проекторгүй
aec6027664cc5b8aa5dfd44caef0e640,Хичээлийн байр 2,213Г,Шинжлэх ухааны сургууль,Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,3,Проекторгүй
a4a13bbd168762779adc8eda7aa356ad,Хичээлийн байр 2,213Д,Шинжлэх ухааны сургууль,Лаборатори,43.00,Харъяа сургуульд,10,Проекторгүй
41284f38a1ca323e51049234743c064a,Хичээлийн байр 2,213Е,Шинжлэх ухааны сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
58adf33d0a8f34b975bed8634d14a77c,Хичээлийн байр 2,213Ж,Шинжлэх ухааны сургууль,Лаборатори,38.00,Харъяа сургуульд,15,Проекторгүй
4a69205c484d0b7a9d6ca6148b124585,Хичээлийн байр 2,213З,Шинжлэх ухааны сургууль,Лаборатори,60.00,Харъяа сургуульд,15,Проекторгүй
b0a6a1ca869065db63c1b0435f4e6b81,Хичээлийн байр 2,213И,Шинжлэх ухааны сургууль,Лаборатори,34.00,Харъяа сургуульд,15,Проекторгүй
8bf2d7b351e39ef8c55c039cd3f87802,Хичээлийн байр 2,213К,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,2,Проекторгүй
5df811bb74ebcad869b851204d0e7632,Хичээлийн байр 2,213Л,Шинжлэх ухааны сургууль,Лаборатори,34.00,Харъяа сургуульд,15,Проекторгүй
8b8dc9a0d8efca9c5713cdd474742db8,Хичээлийн байр 2,213М,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
9119107b5a46ae3cf55573aeaca5a4e1,Хичээлийн байр 2,214,Шинжлэх ухааны сургууль,Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,1,Проекторгүй
91f9137433d8b9dc1b8ca0b8bd76dffd,Хичээлийн байр 2,215,Шинжлэх ухааны сургууль,Номын сан,123.00,Хуваарь тавих боломжгүй,1,Проекторгүй
f59d59c78f4e5fd791ebea0142b38f42,Хичээлийн байр 2,216,Шинжлэх ухааны сургууль,Албан ажлын өрөө,56.00,Хуваарь тавих боломжгүй,8,Проекторгүй
359f47c89106d43573fc85e6532d36f9,Хичээлийн байр 2,217,Шинжлэх ухааны сургууль,Албан ажлын өрөө,24.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8432ce89550015add6207368b32d62b6,Хичээлийн байр 2,218,Шинжлэх ухааны сургууль,Анги,30.00,Харъяа сургуульд,31,Проектортой
